0,9,3,0,1,bo7.jpg,bo17.jpg,0,|[[30, 31], [-540, 245], [509, -335]]|,|[[-651, -150], [434, 45], [-341, -128]]|,|[[30, 31], [-540, 245], [509, -335]]|,|[[-651, -150], [434, 45], [-341, -128]]|,|[[30, 31], [-540, 245], [509, -335]]|,|[[-651, -150], [434, 45], [-341, -128]]|
0,11,10,2,7,bo16.jpg,bo5.jpg,1,|[[253, 302], [-278, 444], [-258, 23]]|,|[[417, -79], [-377, -251], [-480, 232]]|,|[[253, 302], [-278, 444], [-258, 23]]|,|[[676, 173], [158, -35], [710, -200]]|,|[[253, 302], [-278, 444], [-258, 23]]|,|[[676, 173], [158, -35], [710, -200]]|
0,1,-1,6,8,bo6.jpg,bo18.jpg,2,|[[-253, 116], [-725, 398], [245, 127]]|,|[[545, -56], [686, 360], [-298, -330]]|,|[[-253, 116], [-725, 398], [245, 127]]|,|[[545, -56], [686, 360], [-298, -330]]|,|[[-253, 116], [-725, 398], [245, 127]]|,|[[545, -56], [686, 360], [-298, -330]]|
0,5,-1,7,3,bo2.jpg,bo9.jpg,3,|[[112, 116], [505, -198], [-732, -11]]|,|[[-412, 204], [-507, -223], [-70, -321]]|,|[[312, -150], [100, 241], [528, 277]]|,|[[-412, 204], [-507, -223], [-70, -321]]|,|[[312, -150], [100, 241], [528, 277]]|,|[[-412, 204], [-507, -223], [-70, -321]]|
0,-1,-1,8,0,bo19.jpg,bo8.jpg,4,|[[-628, 395], [-187, 447], [655, -192]]|,|[[-636, -285], [509, 221], [102, -33]]|,|[[-628, 395], [-187, 447], [655, -192]]|,|[[-636, -285], [509, 221], [102, -33]]|,|[[-628, 395], [-187, 447], [655, -192]]|,|[[-636, -285], [509, 221], [102, -33]]|
0,0,4,3,6,bo1.jpg,bo11.jpg,5,|[[740, 364], [-18, -56], [-553, 383]]|,|[[-219, 305], [428, 431], [349, -278]]|,|[[740, 364], [-18, -56], [-553, 383]]|,|[[-219, 305], [428, 431], [349, -278]]|,|[[95, -187], [-739, 188], [-413, 0]]|,|[[-581, -350], [-138, 421], [3, 125]]|
0,7,6,4,4,bo14.jpg,bo4.jpg,6,|[[699, -107], [-734, -320], [88, -65]]|,|[[-336, 380], [270, 363], [-727, 385]]|,|[[699, -107], [-734, -320], [88, -65]]|,|[[625, 316], [-592, 287], [233, 367]]|,|[[218, -71], [-348, 256], [-635, 431]]|,|[[-494, -71], [302, 354], [-308, -347]]|
0,8,-1,5,5,bo12.jpg,bo15.jpg,7,|[[716, 329], [61, 361], [694, -160]]|,|[[-539, -326], [-359, 381], [327, 44]]|,|[[716, 329], [61, 361], [694, -160]]|,|[[-539, -326], [-359, 381], [327, 44]]|,|[[214, -243], [-234, 113], [460, 40]]|,|[[728, -142], [-218, -218], [435, 445]]|
0,2,-1,9,9,bo10.jpg,bo20.jpg,8,|[[-84, 110], [746, 199], [-503, 333]]|,|[[460, 102], [-331, -158], [126, 448]]|,|[[131, -6], [726, -26], [-203, 406]]|,|[[460, 102], [-331, -158], [126, 448]]|,|[[-642, 448], [-659, 36], [195, 244]]|,|[[152, -80], [-218, 260], [705, 67]]|
0,-1,-1,1,2,bo3.jpg,bo13.jpg,9,|[[-668, -13], [330, -307], [642, 71]]|,|[[-733, -331], [-258, 190], [-27, -290]]|,|[[-668, -13], [330, -307], [642, 71]]|,|[[-733, -331], [-258, 190], [-27, -290]]|,|[[215, 6], [709, 303], [633, -321]]|,|[[49, 446], [490, 92], [-716, -207]]|
