0,5,3,0,0,bo8.jpg,bo6.jpg,0,|[[-68, 383], [-193, -126], [313, 199]]|,|[[-729, -127], [-439, 439], [616, -324]]|,|[[-68, 383], [-193, -126], [313, 199]]|,|[[-729, -127], [-439, 439], [616, -324]]|,|[[-68, 383], [-193, -126], [313, 199]]|,|[[-729, -127], [-439, 439], [616, -324]]|
0,6,10,6,6,bo7.jpg,bo10.jpg,1,|[[375, -304], [355, 93], [-344, -246]]|,|[[-65, -198], [-730, -47], [-10, 367]]|,|[[375, -304], [355, 93], [-344, -246]]|,|[[19, 24], [-646, -48], [-430, 245]]|,|[[375, -304], [355, 93], [-344, -246]]|,|[[19, 24], [-646, -48], [-430, 245]]|
0,8,-1,1,8,bo3.jpg,bo14.jpg,2,|[[-706, -42], [-203, -165], [0, 359]]|,|[[117, -110], [545, -158], [-403, 59]]|,|[[-706, -42], [-203, -165], [0, 359]]|,|[[117, -110], [545, -158], [-403, 59]]|,|[[-706, -42], [-203, -165], [0, 359]]|,|[[117, -110], [545, -158], [-403, 59]]|
0,2,-1,3,3,bo9.jpg,bo17.jpg,3,|[[-127, -184], [553, -211], [-396, -319]]|,|[[-719, -238], [698, 404], [-559, 221]]|,|[[230, 177], [56, -305], [-82, 299]]|,|[[-719, -238], [698, 404], [-559, 221]]|,|[[230, 177], [56, -305], [-82, 299]]|,|[[-719, -238], [698, 404], [-559, 221]]|
0,-1,-1,8,5,bo5.jpg,bo12.jpg,4,|[[454, -137], [699, 87], [-130, -323]]|,|[[-88, 285], [-617, -65], [402, 249]]|,|[[454, -137], [699, 87], [-130, -323]]|,|[[-88, 285], [-617, -65], [402, 249]]|,|[[454, -137], [699, 87], [-130, -323]]|,|[[-88, 285], [-617, -65], [402, 249]]|
0,11,7,4,7,bo16.jpg,bo11.jpg,5,|[[-395, 47], [266, 442], [-581, -176]]|,|[[43, -113], [-92, 411], [538, 45]]|,|[[-395, 47], [266, 442], [-581, -176]]|,|[[43, -113], [-92, 411], [538, 45]]|,|[[349, -57], [11, -45], [-72, 297]]|,|[[-469, -254], [747, -37], [546, 165]]|
0,4,0,5,9,bo19.jpg,bo2.jpg,6,|[[-631, 409], [654, 308], [-196, -152]]|,|[[-335, 419], [-610, -279], [-5, 95]]|,|[[-631, 409], [654, 308], [-196, -152]]|,|[[-696, -331], [120, -292], [689, -193]]|,|[[-39, 22], [170, -300], [-439, -190]]|,|[[595, 242], [-441, 126], [-735, 115]]|
0,1,-1,7,1,bo4.jpg,bo20.jpg,7,|[[181, -190], [-142, -1], [426, 136]]|,|[[-736, -132], [589, -286], [-714, 295]]|,|[[181, -190], [-142, -1], [426, 136]]|,|[[-736, -132], [589, -286], [-714, 295]]|,|[[-139, -179], [606, -88], [-374, 392]]|,|[[305, 210], [160, -298], [-701, 256]]|
0,9,-1,9,2,bo18.jpg,bo13.jpg,8,|[[556, 183], [-652, 77], [204, 240]]|,|[[220, -314], [-388, -236], [709, -130]]|,|[[-715, -200], [-64, -235], [506, 187]]|,|[[220, -314], [-388, -236], [709, -130]]|,|[[421, -317], [-344, 104], [-197, -149]]|,|[[597, 443], [138, -320], [20, 298]]|
0,-1,-1,2,4,bo15.jpg,bo1.jpg,9,|[[-395, 274], [-741, 96], [443, 449]]|,|[[-554, -312], [732, -29], [-295, -169]]|,|[[-395, 274], [-741, 96], [443, 449]]|,|[[-554, -312], [732, -29], [-295, -169]]|,|[[-219, 33], [113, 248], [-55, -327]]|,|[[429, 310], [-569, -268], [583, -36]]|
