0,7,4,5,2,bo32.jpg,bo3.jpg,0,|[[-227, -302], [-682, 338], [-422, 215]]|,|[[696, 259], [387, 141], [70, 382]]|,|[[-227, -302], [-682, 338], [-422, 215]]|,|[[696, 259], [387, 141], [70, 382]]|,|[[-227, -302], [-682, 338], [-422, 215]]|,|[[696, 259], [387, 141], [70, 382]]|
0,8,11,9,5,bo8.jpg,bo37.jpg,1,|[[693, 27], [-334, 146], [604, -286]]|,|[[-223, 438], [247, -219], [-220, -196]]|,|[[693, 27], [-334, 146], [604, -286]]|,|[[259, 15], [-603, -72], [105, -270]]|,|[[693, 27], [-334, 146], [604, -286]]|,|[[259, 15], [-603, -72], [105, -270]]|
0,9,-1,7,4,bo16.jpg,bo27.jpg,2,|[[269, -263], [-738, 95], [647, -90]]|,|[[-249, 130], [42, 250], [252, 59]]|,|[[269, -263], [-738, 95], [647, -90]]|,|[[-249, 130], [42, 250], [252, 59]]|,|[[269, -263], [-738, 95], [647, -90]]|,|[[-249, 130], [42, 250], [252, 59]]|
0,5,-1,2,8,bo34.jpg,bo19.jpg,3,|[[-34, 377], [-312, 200], [513, 43]]|,|[[-353, -113], [60, -160], [-605, 427]]|,|[[-39, 156], [-335, 175], [614, -22]]|,|[[-353, -113], [60, -160], [-605, 427]]|,|[[-39, 156], [-335, 175], [614, -22]]|,|[[-353, -113], [60, -160], [-605, 427]]|
0,-1,-1,3,7,bo21.jpg,bo6.jpg,4,|[[-36, 285], [-623, 332], [-173, -252]]|,|[[448, 360], [-545, 43], [566, 92]]|,|[[-36, 285], [-623, 332], [-173, -252]]|,|[[448, 360], [-545, 43], [566, 92]]|,|[[-36, 285], [-623, 332], [-173, -252]]|,|[[448, 360], [-545, 43], [566, 92]]|
0,0,10,0,6,bo35.jpg,bo11.jpg,5,|[[151, 415], [-332, 162], [-175, -317]]|,|[[-745, -36], [643, 99], [484, -192]]|,|[[151, 415], [-332, 162], [-175, -317]]|,|[[-745, -36], [643, 99], [484, -192]]|,|[[599, 6], [60, 279], [-301, 78]]|,|[[-530, 338], [42, -306], [-397, -210]]|
0,6,2,4,0,bo1.jpg,bo23.jpg,6,|[[-126, 328], [-495, -90], [-617, 192]]|,|[[161, -185], [719, -243], [243, 441]]|,|[[-126, 328], [-495, -90], [-617, 192]]|,|[[295, -76], [703, -81], [-83, -123]]|,|[[-131, 126], [689, 190], [-582, -29]]|,|[[-396, -259], [15, 438], [240, -123]]|
0,1,-1,1,9,bo39.jpg,bo24.jpg,7,|[[74, -9], [623, 12], [725, -349]]|,|[[-223, -184], [251, -339], [-193, 250]]|,|[[74, -9], [623, 12], [725, -349]]|,|[[-223, -184], [251, -339], [-193, 250]]|,|[[218, 78], [508, -298], [-518, -341]]|,|[[385, 424], [-221, 68], [-646, 246]]|
0,3,-1,6,1,bo29.jpg,bo28.jpg,8,|[[-212, 288], [572, 195], [640, -233]]|,|[[64, -157], [278, 139], [-239, -332]]|,|[[-357, 116], [-653, 70], [524, -38]]|,|[[64, -157], [278, 139], [-239, -332]]|,|[[-402, 74], [218, -332], [-115, 76]]|,|[[610, -219], [119, 448], [632, 82]]|
0,-1,-1,8,3,bo5.jpg,bo2.jpg,9,|[[125, 441], [29, -192], [431, -36]]|,|[[739, -304], [-722, 360], [410, -346]]|,|[[125, 441], [29, -192], [431, -36]]|,|[[739, -304], [-722, 360], [410, -346]]|,|[[741, -71], [407, 60], [96, 447]]|,|[[112, -21], [-554, -252], [-356, 231]]|
