0,8,6,13,17,bo6.jpg,bo16.jpg,0,|[[-560, -283], [105, 421], [402, 261]]|,|[[661, -191], [-460, 345], [-262, -89]]|,|[[-560, -283], [105, 421], [402, 261]]|,|[[661, -191], [-460, 345], [-262, -89]]|,|[[-560, -283], [105, 421], [402, 261]]|,|[[661, -191], [-460, 345], [-262, -89]]|
0,3,11,6,7,bo44.jpg,bo63.jpg,1,|[[-630, 396], [628, 331], [-362, 303]]|,|[[583, -76], [268, 397], [-388, -81]]|,|[[-630, 396], [628, 331], [-362, 303]]|,|[[281, 220], [-257, 33], [-79, 261]]|,|[[-630, 396], [628, 331], [-362, 303]]|,|[[281, 220], [-257, 33], [-79, 261]]|
0,12,-1,3,13,bo54.jpg,bo39.jpg,2,|[[-324, 10], [-153, 259], [-560, 262]]|,|[[-491, -298], [187, 182], [66, -97]]|,|[[-324, 10], [-153, 259], [-560, 262]]|,|[[-491, -298], [187, 182], [66, -97]]|,|[[-324, 10], [-153, 259], [-560, 262]]|,|[[-491, -298], [187, 182], [66, -97]]|
0,5,-1,12,18,bo41.jpg,bo19.jpg,3,|[[-500, -116], [-191, -70], [640, -326]]|,|[[128, -327], [-581, 353], [180, 57]]|,|[[-121, 63], [-573, 63], [547, 319]]|,|[[128, -327], [-581, 353], [180, 57]]|,|[[-121, 63], [-573, 63], [547, 319]]|,|[[128, -327], [-581, 353], [180, 57]]|
0,-1,-1,9,19,bo68.jpg,bo27.jpg,4,|[[-538, 99], [223, 52], [-701, 377]]|,|[[135, 449], [-69, 95], [-258, -310]]|,|[[-538, 99], [223, 52], [-701, 377]]|,|[[135, 449], [-69, 95], [-258, -310]]|,|[[-538, 99], [223, 52], [-701, 377]]|,|[[135, 449], [-69, 95], [-258, -310]]|
0,18,21,8,6,bo31.jpg,bo43.jpg,5,|[[644, 250], [316, 228], [455, -93]]|,|[[-574, -68], [-164, 195], [-242, -186]]|,|[[644, 250], [316, 228], [455, -93]]|,|[[-574, -68], [-164, 195], [-242, -186]]|,|[[-546, 284], [471, -74], [-613, -64]]|,|[[371, 332], [710, 338], [31, -64]]|
0,1,0,18,5,bo47.jpg,bo9.jpg,6,|[[-586, -339], [600, -134], [667, 376]]|,|[[377, 318], [-719, 358], [-225, 296]]|,|[[-586, -339], [600, -134], [667, 376]]|,|[[-214, 6], [63, 72], [-163, -292]]|,|[[456, 306], [-430, -81], [-716, -72]]|,|[[-90, 169], [-579, 300], [531, -333]]|
0,20,-1,4,1,bo65.jpg,bo10.jpg,7,|[[-365, 367], [544, -323], [331, -125]]|,|[[514, 108], [91, 320], [-341, -227]]|,|[[-365, 367], [544, -323], [331, -125]]|,|[[514, 108], [91, 320], [-341, -227]]|,|[[275, 51], [-250, -249], [-43, -45]]|,|[[70, 275], [91, -350], [-439, -13]]|
0,14,-1,2,0,bo18.jpg,bo67.jpg,8,|[[-710, -306], [523, -327], [-403, 67]]|,|[[-271, -223], [521, 171], [169, -55]]|,|[[-161, 285], [-580, 271], [721, -86]]|,|[[-271, -223], [521, 171], [169, -55]]|,|[[-196, 110], [369, 64], [-187, -203]]|,|[[-691, -341], [-690, 190], [-382, 327]]|
0,-1,-1,5,4,bo40.jpg,bo69.jpg,9,|[[-645, 327], [-99, -176], [147, 136]]|,|[[-137, 151], [410, 414], [-501, -267]]|,|[[-645, 327], [-99, -176], [147, 136]]|,|[[-137, 151], [410, 414], [-501, -267]]|,|[[147, -118], [-217, 275], [-483, -172]]|,|[[-134, -302], [691, -157], [66, 426]]|
0,2,17,11,16,bo62.jpg,bo74.jpg,0,|[[-467, 335], [-165, -109], [575, -117]]|,|[[-195, 180], [-530, -13], [671, 194]]|,|[[-467, 335], [-165, -109], [575, -117]]|,|[[-195, 180], [-530, -13], [671, 194]]|,|[[-467, 335], [-165, -109], [575, -117]]|,|[[-195, 180], [-530, -13], [671, 194]]|
