0,3,8,4,1,bo9.jpg,bo3.jpg,0,|[[-356, 44], [-325, 344], [-619, -72]]|,|[[60, -195], [502, -60], [616, 230]]|,|[[-356, 44], [-325, 344], [-619, -72]]|,|[[60, -195], [502, -60], [616, 230]]|,|[[-356, 44], [-325, 344], [-619, -72]]|,|[[60, -195], [502, -60], [616, 230]]|
0,4,11,6,5,bo1.jpg,bo4.jpg,1,|[[-286, 185], [-742, 353], [469, -37]]|,|[[394, 426], [121, -307], [432, -348]]|,|[[-286, 185], [-742, 353], [469, -37]]|,|[[588, 386], [254, -261], [-578, -106]]|,|[[-286, 185], [-742, 353], [469, -37]]|,|[[588, 386], [254, -261], [-578, -106]]|
0,0,-1,2,7,bo14.jpg,bo15.jpg,2,|[[-488, -17], [65, 77], [104, -218]]|,|[[-254, 208], [283, 261], [663, 278]]|,|[[-488, -17], [65, 77], [104, -218]]|,|[[-254, 208], [283, 261], [663, 278]]|,|[[-488, -17], [65, 77], [104, -218]]|,|[[-254, 208], [283, 261], [663, 278]]|
0,6,-1,0,0,bo5.jpg,bo18.jpg,3,|[[-556, 49], [6, 108], [89, -285]]|,|[[480, 404], [466, 80], [89, 437]]|,|[[12, -315], [81, 10], [357, -221]]|,|[[480, 404], [466, 80], [89, 437]]|,|[[12, -315], [81, 10], [357, -221]]|,|[[480, 404], [466, 80], [89, 437]]|
0,-1,-1,8,3,bo12.jpg,bo6.jpg,4,|[[155, 392], [-602, 408], [-218, -159]]|,|[[-158, 360], [-502, -284], [736, 352]]|,|[[155, 392], [-602, 408], [-218, -159]]|,|[[-158, 360], [-502, -284], [736, 352]]|,|[[155, 392], [-602, 408], [-218, -159]]|,|[[-158, 360], [-502, -284], [736, 352]]|
0,7,9,3,9,bo8.jpg,bo10.jpg,5,|[[-234, 228], [585, -7], [23, 27]]|,|[[-557, 134], [-234, -223], [527, 328]]|,|[[-234, 228], [585, -7], [23, 27]]|,|[[-557, 134], [-234, -223], [527, 328]]|,|[[-409, -83], [-27, -242], [508, -236]]|,|[[43, 110], [-477, 431], [644, 57]]|
0,10,1,9,4,bo17.jpg,bo7.jpg,6,|[[125, 156], [424, -16], [728, 237]]|,|[[-530, 142], [-472, -170], [-174, -148]]|,|[[125, 156], [424, -16], [728, 237]]|,|[[-286, -97], [-216, 189], [20, -114]]|,|[[-91, -160], [665, -194], [532, 329]]|,|[[-565, 112], [-125, 265], [204, -135]]|
0,5,-1,1,6,bo20.jpg,bo11.jpg,7,|[[726, -200], [-750, 354], [642, 189]]|,|[[88, 352], [477, 431], [-168, 207]]|,|[[726, -200], [-750, 354], [642, 189]]|,|[[88, 352], [477, 431], [-168, 207]]|,|[[79, 396], [238, -343], [-712, -92]]|,|[[-200, 178], [453, 450], [273, 25]]|
0,2,-1,5,8,bo16.jpg,bo13.jpg,8,|[[419, 137], [-326, -214], [747, 133]]|,|[[-696, 9], [6, 6], [391, -222]]|,|[[722, 229], [-298, -224], [-304, 262]]|,|[[-696, 9], [6, 6], [391, -222]]|,|[[-100, -183], [-435, 343], [-390, -243]]|,|[[451, -62], [205, -262], [22, 228]]|
0,-1,-1,7,2,bo2.jpg,bo19.jpg,9,|[[379, 243], [724, -37], [-424, 281]]|,|[[-63, 286], [-359, -231], [1, -35]]|,|[[379, 243], [724, -37], [-424, 281]]|,|[[-63, 286], [-359, -231], [1, -35]]|,|[[-398, 208], [397, 71], [718, -260]]|,|[[-689, 387], [-379, -129], [-77, -70]]|
