0,3,8,2,6,bo4.jpg,bo7.jpg,0,|[[156, 118], [516, 364], [193, -319]]|,|[[-506, 140], [-480, 434], [-195, 363]]|,|[[156, 118], [516, 364], [193, -319]]|,|[[-506, 140], [-480, 434], [-195, 363]]|,|[[156, 118], [516, 364], [193, -319]]|,|[[-506, 140], [-480, 434], [-195, 363]]|
0,6,4,4,7,bo18.jpg,bo14.jpg,1,|[[-614, 355], [596, -89], [-255, -313]]|,|[[549, 345], [307, -143], [106, 341]]|,|[[-614, 355], [596, -89], [-255, -313]]|,|[[35, -333], [7, 41], [-730, -326]]|,|[[-614, 355], [596, -89], [-255, -313]]|,|[[35, -333], [7, 41], [-730, -326]]|
0,7,-1,1,9,bo12.jpg,bo5.jpg,2,|[[500, 415], [-92, -162], [78, 426]]|,|[[142, 132], [-671, -248], [-520, 89]]|,|[[500, 415], [-92, -162], [78, 426]]|,|[[142, 132], [-671, -248], [-520, 89]]|,|[[500, 415], [-92, -162], [78, 426]]|,|[[142, 132], [-671, -248], [-520, 89]]|
0,5,-1,3,8,bo15.jpg,bo10.jpg,3,|[[-70, 266], [-233, -91], [235, 101]]|,|[[575, -46], [-522, 49], [645, -350]]|,|[[201, -67], [-506, 403], [185, 327]]|,|[[575, -46], [-522, 49], [645, -350]]|,|[[201, -67], [-506, 403], [185, 327]]|,|[[575, -46], [-522, 49], [645, -350]]|
0,-1,-1,5,4,bo6.jpg,bo3.jpg,4,|[[17, -178], [668, 215], [-345, -212]]|,|[[-596, 155], [-262, 72], [356, 89]]|,|[[17, -178], [668, 215], [-345, -212]]|,|[[-596, 155], [-262, 72], [356, 89]]|,|[[17, -178], [668, 215], [-345, -212]]|,|[[-596, 155], [-262, 72], [356, 89]]|
0,2,11,0,3,bo8.jpg,bo19.jpg,5,|[[296, 330], [406, -97], [-549, -197]]|,|[[711, -3], [-72, 64], [74, -349]]|,|[[296, 330], [406, -97], [-549, -197]]|,|[[711, -3], [-72, 64], [74, -349]]|,|[[107, 178], [676, -164], [448, 371]]|,|[[-152, 347], [-362, -300], [460, 53]]|
0,1,9,9,5,bo11.jpg,bo13.jpg,6,|[[-590, 66], [62, -191], [276, 322]]|,|[[471, 68], [-39, 341], [-488, -211]]|,|[[-590, 66], [62, -191], [276, 322]]|,|[[415, -94], [730, -100], [-441, -341]]|,|[[-506, 96], [-114, -163], [594, 17]]|,|[[-743, 283], [26, 228], [444, 426]]|
0,0,-1,7,1,bo16.jpg,bo9.jpg,7,|[[-491, -242], [261, -78], [132, 421]]|,|[[-68, -187], [633, 118], [-47, 128]]|,|[[-491, -242], [261, -78], [132, 421]]|,|[[-68, -187], [633, 118], [-47, 128]]|,|[[291, 192], [-231, -145], [-179, 175]]|,|[[-633, 150], [673, 120], [615, -205]]|
0,10,-1,6,2,bo17.jpg,bo20.jpg,8,|[[87, 320], [-630, 348], [124, -69]]|,|[[-381, -297], [-682, -185], [468, 303]]|,|[[7, -52], [340, -266], [-478, 320]]|,|[[-381, -297], [-682, -185], [468, 303]]|,|[[-137, 303], [-743, 250], [-479, -43]]|,|[[473, 297], [252, -115], [-105, -72]]|
0,-1,-1,8,0,bo1.jpg,bo2.jpg,9,|[[-391, 405], [460, 222], [-146, 207]]|,|[[-114, -140], [440, -334], [-482, 105]]|,|[[-391, 405], [460, 222], [-146, 207]]|,|[[-114, -140], [440, -334], [-482, 105]]|,|[[578, 85], [-305, 378], [494, 431]]|,|[[-166, -223], [487, -211], [-714, -149]]|
