0,2,7,6,2,bo16.jpg,bo15.jpg,0,|[[479, 256], [-710, 63], [496, -152]]|,|[[707, -342], [-624, 429], [-352, 116]]|,|[[479, 256], [-710, 63], [496, -152]]|,|[[707, -342], [-624, 429], [-352, 116]]|,|[[479, 256], [-710, 63], [496, -152]]|,|[[707, -342], [-624, 429], [-352, 116]]|
0,11,8,0,5,bo6.jpg,bo17.jpg,1,|[[-384, 249], [589, -338], [-143, 448]]|,|[[743, -22], [327, 418], [-89, 11]]|,|[[-384, 249], [589, -338], [-143, 448]]|,|[[-682, -31], [156, 325], [734, 209]]|,|[[-384, 249], [589, -338], [-143, 448]]|,|[[-682, -31], [156, 325], [734, 209]]|
0,0,-1,1,9,bo5.jpg,bo7.jpg,2,|[[-358, 136], [-133, -42], [-624, -98]]|,|[[171, 379], [-407, 439], [263, -50]]|,|[[-358, 136], [-133, -42], [-624, -98]]|,|[[171, 379], [-407, 439], [263, -50]]|,|[[-358, 136], [-133, -42], [-624, -98]]|,|[[171, 379], [-407, 439], [263, -50]]|
0,6,-1,2,4,bo19.jpg,bo14.jpg,3,|[[-635, -127], [477, 175], [179, 384]]|,|[[384, -217], [39, 58], [-283, -71]]|,|[[-644, 256], [-39, -246], [412, 364]]|,|[[384, -217], [39, 58], [-283, -71]]|,|[[-644, 256], [-39, -246], [412, 364]]|,|[[384, -217], [39, 58], [-283, -71]]|
0,-1,-1,8,0,bo13.jpg,bo10.jpg,4,|[[218, 440], [-173, -44], [677, 169]]|,|[[203, -220], [-477, -133], [-705, 52]]|,|[[218, 440], [-173, -44], [677, 169]]|,|[[203, -220], [-477, -133], [-705, 52]]|,|[[218, 440], [-173, -44], [677, 169]]|,|[[203, -220], [-477, -133], [-705, 52]]|
0,3,4,3,7,bo18.jpg,bo12.jpg,5,|[[-451, -278], [477, 290], [106, -12]]|,|[[-93, -312], [306, -345], [676, -307]]|,|[[-451, -278], [477, 290], [106, -12]]|,|[[-93, -312], [306, -345], [676, -307]]|,|[[-651, 355], [95, -211], [130, 255]]|,|[[691, -210], [-362, 389], [-530, -211]]|
0,10,1,7,1,bo3.jpg,bo11.jpg,6,|[[106, 127], [-516, -197], [626, 245]]|,|[[216, -182], [-168, -260], [-704, 291]]|,|[[106, 127], [-516, -197], [626, 245]]|,|[[-429, 258], [-177, -263], [587, -175]]|,|[[-379, 160], [-608, -146], [521, 52]]|,|[[482, 433], [462, -258], [146, -168]]|
0,9,-1,5,3,bo20.jpg,bo1.jpg,7,|[[452, 447], [622, -15], [-307, 291]]|,|[[325, -293], [-630, -153], [-576, 428]]|,|[[452, 447], [622, -15], [-307, 291]]|,|[[325, -293], [-630, -153], [-576, 428]]|,|[[528, -208], [-534, 217], [261, -341]]|,|[[11, 287], [-133, -192], [-733, -123]]|
0,5,-1,4,8,bo9.jpg,bo2.jpg,8,|[[730, -174], [-75, 23], [-311, 205]]|,|[[-323, -244], [145, 210], [624, 262]]|,|[[-599, -46], [579, -69], [-309, 246]]|,|[[-323, -244], [145, 210], [624, 262]]|,|[[281, 148], [-336, 68], [98, -290]]|,|[[-377, -291], [618, 434], [569, -273]]|
0,-1,-1,9,6,bo4.jpg,bo8.jpg,9,|[[226, 142], [-640, 283], [524, -160]]|,|[[-711, -272], [677, 127], [711, 445]]|,|[[226, 142], [-640, 283], [524, -160]]|,|[[-711, -272], [677, 127], [711, 445]]|,|[[-268, -173], [215, 272], [-565, -338]]|,|[[502, 93], [153, -149], [739, -319]]|
